PM10 measurements at station level;;;;;;;;;;;;;;;;;;;;
PM10: Percentile 90.4 concentrations and exceedance flag:;;;;;;;;;;;;;;;;;;;;
statistic_value is the percentile 90.4 of the daily concentrations recorded for a specific year;;;;;;count_type_by_city: count of station of the same type (traffic or background) within the same city. Note: one station_european_code can be counted several times if the same station shows several concentration statistics for the same year (distinct measurements recorded under different measurement_european_group_code);;;;;;;;;;;;;;
"above_DLV? = 1 if round(statistic_value,0) > 50; round(statistic_value,0) means that statistic_value is rounded to an integer value";;;;;;in the case of a traffic station: assigned_population=(UA_city_pop*percentage_taffic_population/100)/count_type_by_city;;;;;;;;;;;;;;
above_DLV? = 0 if round(statistic_value,0) <= 50;;;;;;in the case of a background station: assigned_population=(UA_city_pop*percentage_background_population/100)/count_type_by_city;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
station_european_code;type_of_station;station_type_of_area;component_caption;component_name;measurement_unit;measurement_european_group_code;statistics_year;statistic_shortname;statistic_value;statistics_percentage_valid;above_DLV?;country_iso_code;country_name;city_name;city_code;UA_city_pop;percentage_traffic_population;percentage_background_population;count_type_by_city;assigned_population
ES1859A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;43,75;98,361;0;ES;Spain;Talavera de la Reina;ES040C1;83750;5,3;94,7;1;79311,25
ES1859A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;42,5;99,452;0;ES;Spain;Talavera de la Reina;ES040C1;83750;5,3;94,7;1;79311,25
ES1859A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;41,286;98,63;0;ES;Spain;Talavera de la Reina;ES040C1;83750;5,3;94,7;1;79311,25
ES1859A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;34,583;97,534;0;ES;Spain;Talavera de la Reina;ES040C1;83750;5,3;94,7;1;79311,25
ES1859A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;33,684;93,989;0;ES;Spain;Talavera de la Reina;ES040C1;83750;5,3;94,7;1;79311,25
ES1867A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;39,792;99,726;0;ES;Spain;Ferrol;ES043C1;81687;5,3;94,7;1;4329,411
ES1867A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;32,958;98,63;0;ES;Spain;Ferrol;ES043C1;81687;5,3;94,7;1;4329,411
ES1867A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;37,171;97,808;0;ES;Spain;Ferrol;ES043C1;81687;5,3;94,7;1;4329,411
ES1867A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;38,867;96,995;0;ES;Spain;Ferrol;ES043C1;81687;5,3;94,7;1;4329,411
ES1868A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;29,682;91,53;0;ES;Spain;Santiago de Compostela;ES011C1;93639;5,3;94,7;1;88676,133
ES1868A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;24,333;97,534;0;ES;Spain;Santiago de Compostela;ES011C1;93639;5,3;94,7;1;88676,133
ES1868A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;24,517;92,055;0;ES;Spain;Santiago de Compostela;ES011C1;93639;5,3;94,7;1;88676,133
ES1868A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;27,417;93,699;0;ES;Spain;Santiago de Compostela;ES011C1;93639;5,3;94,7;1;88676,133
ES1868A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;30,479;92,896;0;ES;Spain;Santiago de Compostela;ES011C1;93639;5,3;94,7;1;88676,133
ES1869A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;66,833;99,18;1;ES;Spain;Coslada;ES038C1;94341;5,3;94,7;1;5000,073
ES1869A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;57,292;99,178;1;ES;Spain;Coslada;ES038C1;94341;5,3;94,7;1;5000,073
ES1869A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;45,292;99,178;0;ES;Spain;Coslada;ES038C1;94341;5,3;94,7;1;5000,073
ES1869A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;48,375;99,452;0;ES;Spain;Coslada;ES038C1;94341;5,3;94,7;1;5000,073
ES1869A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;39,417;99,454;0;ES;Spain;Coslada;ES038C1;94341;5,3;94,7;1;5000,073
ES1885A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;43,613;94,247;0;ES;Spain;Valencia;ES003C1;811354;5,3;94,7;2;384176,119
ES1885A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;37,875;89,315;0;ES;Spain;Valencia;ES003C1;811354;5,3;94,7;2;384176,119
ES1885A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;25,083;98,904;0;ES;Spain;Valencia;ES003C1;811354;5,3;94,7;2;384176,119
ES1885A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;38,042;90,71;0;ES;Spain;Valencia;ES003C1;811354;5,3;94,7;2;384176,119
ES1889A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;42,75;95,342;0;ES;Spain;Salamanca;ES516C1;157242;5,3;94,7;2;74454,087
ES1890A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;49,625;98,63;0;ES;Spain;Alcorcón;ES517C1;163431;5,3;94,7;1;154769,157
ES1890A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;39,708;100;0;ES;Spain;Alcorcón;ES517C1;163431;5,3;94,7;1;154769,157
ES1890A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;40,167;100;0;ES;Spain;Alcorcón;ES517C1;163431;5,3;94,7;1;154769,157
ES1890A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;37,333;99,727;0;ES;Spain;Alcorcón;ES517C1;163431;5,3;94,7;1;154769,157
ES1900A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;102;2010;P90.4;45,1;80,548;0;ES;Spain;Barcelona;ES002C1;1597657;5,3;94,7;2;756490,5895
ES1900A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;102;2012;P90.4;46,4;75,137;0;ES;Spain;Barcelona;ES002C1;1597657;5,3;94,7;1;1512981,179
ES1901A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;13,308;90,137;0;ES;Spain;Santiago de Compostela;ES011C1;93639;5,3;94,7;1;4962,867
ES1901A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;32,291;98,63;0;ES;Spain;Santiago de Compostela;ES011C1;93639;5,3;94,7;1;4962,867
ES1901A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;34,746;99,454;0;ES;Spain;Santiago de Compostela;ES011C1;93639;5,3;94,7;1;4962,867
ES1905A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;34,375;99,178;0;ES;Spain;Lugo;ES031C1;93594;5,3;94,7;1;4960,482
ES1905A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;25,958;99,726;0;ES;Spain;Lugo;ES031C1;93594;5,3;94,7;1;4960,482
ES1905A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;27,208;98,63;0;ES;Spain;Lugo;ES031C1;93594;5,3;94,7;1;4960,482
ES1905A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;33,046;97,268;0;ES;Spain;Lugo;ES031C1;93594;5,3;94,7;1;4960,482
ES1914A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;41,7;87,123;0;ES;Spain;Elda;ES073C1;55575;5,3;94,7;1;52629,525
ES1914A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;25,583;93,151;0;ES;Spain;Elda;ES073C1;55575;5,3;94,7;1;52629,525
ES1914A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;26,667;94,795;0;ES;Spain;Elda;ES073C1;55575;5,3;94,7;1;52629,525
ES1914A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;28,833;81,421;0;ES;Spain;Elda;ES073C1;55575;5,3;94,7;1;52629,525
ES1915A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;29,366;81,096;0;ES;Spain;Alicante/Alacant;ES021C1;322877;5,3;94,7;1;305764,519
ES1919A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;33;89,589;0;ES;Spain;Telde;ES029C1;94131;5,3;94,7;1;89142,057
ES1919A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;31,208;87,123;0;ES;Spain;Telde;ES029C1;94131;5,3;94,7;1;89142,057
ES1919A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;40;93,973;0;ES;Spain;Telde;ES029C1;94131;5,3;94,7;1;89142,057
ES1919A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;46;96,995;0;ES;Spain;Telde;ES029C1;94131;5,3;94,7;1;89142,057
ES1921A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;35,917;98,904;0;ES;Spain;Cartagena;ES506C1;209102;5,3;94,7;1;198019,594
ES1921A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;35,042;88,493;0;ES;Spain;Cartagena;ES506C1;209102;5,3;94,7;1;198019,594
ES1922A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;32,15;77,534;0;ES;Spain;Palencia;ES041C1;82293;5,3;94,7;1;4361,529
ES1922A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;34,083;98,63;0;ES;Spain;Palencia;ES041C1;82293;5,3;94,7;1;4361,529
ES1922A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;39,583;94,795;0;ES;Spain;Palencia;ES041C1;82293;5,3;94,7;1;4361,529
ES1922A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;35,042;96,175;0;ES;Spain;Palencia;ES041C1;82293;5,3;94,7;1;4361,529
ES1924A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;43;99,452;0;ES;Spain;Granada;ES501C1;238742;5,3;94,7;1;226088,674
ES1926A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;25,25;89,589;0;ES;Spain;Valencia;ES003C1;811354;5,3;94,7;2;21500,881
ES1926A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;25,25;83,836;0;ES;Spain;Valencia;ES003C1;811354;5,3;94,7;2;21500,881
ES1926A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;37,792;83,06;0;ES;Spain;Valencia;ES003C1;811354;5,3;94,7;3;14333,9206666667
ES1927A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;29,5;95,068;0;ES;Spain;Zamora;ES059C1;66131;5,3;94,7;1;3504,943
ES1927A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;37,87;99,178;0;ES;Spain;Zamora;ES059C1;66131;5,3;94,7;1;3504,943
ES1927A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;30,125;85,792;0;ES;Spain;Zamora;ES059C1;66131;5,3;94,7;1;3504,943
ES1937A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;36,348;100;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1937A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;44,87;100;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1937A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;37,375;100;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1938A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;37,417;88,493;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;5;33035,4194
ES1938A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;43,167;100;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;5;33035,4194
ES1940A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;34,167;78,904;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;4;41294,27425
ES1940A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;37,625;100;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;5;33035,4194
ES1940A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;36,083;99,18;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;5;33035,4194
ES1942A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;31,125;94,521;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1942A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;32,292;100;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1942A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;33,458;100;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1944A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;30,875;96,164;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1944A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;32,375;100;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1944A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;40,391;100;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1947A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;29,458;87,123;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1947A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;32,75;100;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1947A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;30,417;100;0;ES;Spain;Madrid;ES001C1;3116549;5,3;94,7;7;421624,557571429
ES1953A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;26,292;94,795;0;ES;Spain;Las Palmas;ES008C1;376857;5,3;94,7;1;356883,579
ES1953A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;36,208;97,534;0;ES;Spain;Las Palmas;ES008C1;376857;5,3;94,7;1;356883,579
ES1953A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;32,583;97,268;0;ES;Spain;Las Palmas;ES008C1;376857;5,3;94,7;1;356883,579
ES1955A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;29,875;95,89;0;ES;Spain;Arrecife;ES072C1;54270;5,3;94,7;1;51393,69
ES1955A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;27;99,452;0;ES;Spain;Arrecife;ES072C1;54270;5,3;94,7;1;51393,69
ES1955A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;38,667;97,26;0;ES;Spain;Arrecife;ES072C1;54270;5,3;94,7;1;51393,69
ES1955A;Background;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;40,833;97,814;0;ES;Spain;Arrecife;ES072C1;54270;5,3;94,7;1;51393,69
ES1957A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;101;2011;P90.4;53,042;75,068;1;ES;Spain;A Coruña;ES026C1;245248;5,3;94,7;2;6499,072
ES1957A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;101;2012;P90.4;44,779;93,169;0;ES;Spain;A Coruña;ES026C1;245248;5,3;94,7;2;6499,072
ES1960A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;36,917;96,438;0;ES;Spain;Ferrol;ES043C1;81687;5,3;94,7;1;77357,589
ES1960A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;23,563;98,634;0;ES;Spain;Ferrol;ES043C1;81687;5,3;94,7;1;77357,589
ES1970A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;102;2012;P90.4;38;77,596;0;ES;Spain;Valencia;ES003C1;811354;5,3;94,7;3;14333,9206666667
ES1974A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;39,042;98,904;0;ES;Spain;Gijón;ES023C1;274447;5,3;94,7;1;259901,309
ES1974A;Background;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;38,583;99,727;0;ES;Spain;Gijón;ES023C1;274447;5,3;94,7;1;259901,309
ES2003A;Traffic;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;33,417;97,814;0;ES;Spain;Santa Cruz de Tenerife;ES025C1;218690;5,3;94,7;1;11590,57
ES2004A;Traffic;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;46,792;95,628;0;ES;Spain;Telde;ES029C1;94131;5,3;94,7;2;2494,4715
ES2010A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;32,333;98,087;0;ES;Spain;Valladolid;ES009C1;316449;5,3;94,7;3;5590,599
ES2027A;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;102;2012;P90.4;33;84,973;0;ES;Spain;Badalona;ES503C1;221916;5,3;94,7;1;11761,548
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2001;P90.4;26,971;95,89;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;1;3677,982
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2002;P90.4;36,329;78,904;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;1;3677,982
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2003;P90.4;28,042;97,534;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;2;1838,991
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2004;P90.4;28,208;100;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;2;1838,991
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2005;P90.4;27,458;97,534;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;2;1838,991
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2006;P90.4;29,371;100;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;2;1838,991
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2007;P90.4;25,837;99,452;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;2;1838,991
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;31,567;98,361;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;2;1838,991
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;27,212;99,452;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;2;1838,991
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;28,208;98,63;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;2;1838,991
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;24,371;100;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;2;1838,991
FI00074;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;19,342;98,907;0;FI;Finland;Lahti / Lahtis;FI007C1;96789;3,8;96,2;2;1838,991
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2001;P90.4;29;100;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;1;6410,41
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2002;P90.4;32,667;91,507;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;1;6410,41
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2003;P90.4;32,708;96,986;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;2;3205,205
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2004;P90.4;31,5;90,984;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;2;3205,205
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2005;P90.4;31,417;100;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;1;6410,41
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2006;P90.4;26,167;96,164;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;1;6410,41
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2007;P90.4;32,75;96,986;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;1;6410,41
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2008;P90.4;30,179;97,541;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;1;6410,41
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2009;P90.4;29,012;95,616;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;1;6410,41
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2010;P90.4;24,438;98,63;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;1;6410,41
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2011;P90.4;24,908;97,808;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;1;6410,41
FI00186;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2012;P90.4;22,406;99,454;0;FI;Finland;Turku / Åbo;FI003C1;168695;3,8;96,2;1;6410,41
FI00200;Traffic;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2001;P90.4;19,892;100;0;FI;Finland;Kuopio;FI008C1;93438;3,8;96,2;1;3550,644
FI00200;Traffic;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2002;P90.4;27,138;100;0;FI;Finland;Kuopio;FI008C1;93438;3,8;96,2;1;3550,644
FI00200;Traffic;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2003;P90.4;25,504;96,438;0;FI;Finland;Kuopio;FI008C1;93438;3,8;96,2;1;3550,644
FI00200;Traffic;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2004;P90.4;22,908;94,809;0;FI;Finland;Kuopio;FI008C1;93438;3,8;96,2;1;3550,644
FI00200;Traffic;suburban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2005;P90.4;26,367;94,247;0;FI;Finland;Kuopio;FI008C1;93438;3,8;96,2;1;3550,644
FI00204;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1993;P90.4;42,87;85,205;0;FI;Finland;Helsinki / Helsingfors;FI001C2;543075;3,8;96,2;1;20636,85
FI00204;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1994;P90.4;43,083;86,575;0;FI;Finland;Helsinki / Helsingfors;FI001C2;543075;3,8;96,2;1;20636,85
FI00204;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1995;P90.4;56,708;75,342;1;FI;Finland;Helsinki / Helsingfors;FI001C2;543075;3,8;96,2;1;20636,85
FI00204;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1996;P90.4;50,667;88,525;1;FI;Finland;Helsinki / Helsingfors;FI001C2;543075;3,8;96,2;1;20636,85
FI00204;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1997;P90.4;41,667;97,534;0;FI;Finland;Helsinki / Helsingfors;FI001C2;543075;3,8;96,2;2;10318,425
FI00204;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1998;P90.4;53,917;97,808;1;FI;Finland;Helsinki / Helsingfors;FI001C2;543075;3,8;96,2;2;10318,425
FI00204;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;1999;P90.4;36,208;99,452;0;FI;Finland;Helsinki / Helsingfors;FI001C2;543075;3,8;96,2;2;10318,425
FI00204;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2000;P90.4;37,458;98,361;0;FI;Finland;Helsinki / Helsingfors;FI001C2;543075;3,8;96,2;2;10318,425
FI00204;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2001;P90.4;41,221;98,904;0;FI;Finland;Helsinki / Helsingfors;FI001C2;543075;3,8;96,2;2;10318,425
FI00204;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2002;P90.4;48,625;98,356;0;FI;Finland;Helsinki / Helsingfors;FI001C2;543075;3,8;96,2;2;10318,425
FI00204;Traffic;urban;PM10;Particulate matter < 10 µm (aerosol);µg/m3;100;2003;P90.4;42,962;99,452;0;FI;Finland;Helsinki / Helsingfors;FI001C2;543075;3,8;96,2;3;6878,95
